bedrijf,medewerker_id,naam,leeftijd,geslacht,afkomst,provincie,studie_niveau,opleidingsrichting,specialisatie,werkervaring_jaren,dienstjaren,functie,afdeling,team,senioriteit,mindset,persoonlijkheidsstijl,politiek,technologische_kennis,%_werk_op_computer,%_werk_met_machines,mobiliteit,lease_auto,thuiswerkpercentage,communicatiestijl,feedbackstijl,leiderschapstype,besluitvormingstype,gebruik_van_data,trainingen_per_jaar,deelname_AI_project,deelname_communities,mentorschap,sociale_connecties_op_werk,werktevredenheid,zingeving_in_werk,burnout_risico,autonomie,invloed_op_beslissingen,verwachting_AI_in_werk,kennis_nieuwe_technologie,projectcomplexiteit,werkdruk,rol_in_verandering,houding_risico,conformisme,creativiteit,leerstijl,motivatiebron,compliance_bewustzijn,veiligheidscultuur_HSE,IT_afhankelijkheid_rol,field_vs_kantoor,shiftwerk,klantcontact_intensiteit,stakeholder_complexiteit,regulering_exposure,budgetverantwoordelijkheid,besluitsnelheid_persoonlijk,veranderhistorie_succes,tech_champion_netwerk,tooling_voorkeur,documentatiediscipline,kwaliteitsfocus,duurzaamheidshouding,inclusieve_houding,vertrouwen_in_management,vertrouwen_in_collegas,issue_escalatiestijl,besluit_rationaliteit,teamgrootte,salaris_per_maand_eur
Volker Nexus Group,VNG-GAKBJW,Daphne Hoeks-Frerichs,35,V,Marokkaans-Nederlands,Overijssel,MBO,Installatietechniek,Predictive Maintenance,17,11,Werkplaatschef,Uitvoering,Team-20,Senior,Innovatief,INFJ,Centrum,3,13,50,Auto,Nee,0,Feitelijk,Voorzichtig,Ondersteunend,Top-down,Dagelijks,1,Nee,5,Mentor,Laag,1,3,5,2,2,Neutraal,5,Laag,3,Volger,Risk-seeking,Midden,3,On-the-job,Status,1,2,Laag,25/75,3-ploeg,Midden,Hoog,Midden,Geen,Gemiddeld,Laag,Ja,Zoom,4,2,Sceptisch,1,2,4,Proactief,Intuïtief,33,9438
Volker Nexus Group,VNG-32J6SP,Amelia Maas-Peronne,39,V,Nederlands,Drenthe,MBO,Bedrijfskunde,Calculatie,20,13,Monteur W-tech,Juridisch,Team-17,Senior,Innovatief,ISFP,Centrum-rechts,5,60,50,Auto,Ja,100,Verbindend,Indirect,Sturend,Autonoom,Maandelijks,4,Ja,1,Beide,Laag,3,3,1,1,3,Neutraal,5,Laag,4,Weerstand,Risk-seeking,Hoog,4,Klassikaal,Status,4,3,Midden,100% kantoor,3-ploeg,Midden,Laag,Laag,Middel,Gemiddeld,Hoog,Nee,Microsoft Teams,2,1,Neutraal,5,4,1,Stilhouden,Ervarings-gedreven,7,7540
Volker Nexus Group,VNG-MAF2IX,Nova Aeije,36,V,Surinaams-Nederlands,Utrecht,MBO,Projectmanagement,Databricks,1,1,BIM-modelleur,ICT,Team-45,Starter,Visionair,ISTJ,Extreem links,2,70,19,OV,Nee,50,Informeel,Indirect,Coachend,Consensus,Maandelijks,2,Ja,5,Mentor,Laag,1,5,3,4,5,Kans,4,Hoog,1,Weerstand,Risk-averse,Laag,3,Coaching,Status,3,3,Laag,100% kantoor,3-ploeg,Hoog,Hoog,Hoog,Klein,Snel,Hoog,Ja,Google Meet,4,4,Sceptisch,5,3,4,Formalistisch,Ervarings-gedreven,12,3090
Volker Nexus Group,VNG-TX76JT,Elias Hoelen-van de Water,27,X,Nederlands,Groningen,MBO,Accountancy,UAV-gc,6,5,IT Support,Infra,Team-22,Junior-Medior,Innovatief,INTJ,Links,3,100,67,Te voet,Nee,0,Verbindend,Voorzichtig,Afwezig,Top-down,Maandelijks,2,Ja,0,Mentee,Laag,5,4,1,1,1,Kans,5,Laag,4,Weerstand,Risk-seeking,Laag,3,E-learning,Zekerheid,3,2,Midden,50/50,2-ploeg,Midden,Laag,Midden,Middel,Snel,Hoog,Nee,Zoom,4,2,Neutraal,1,1,4,Proactief,Ervarings-gedreven,36,3860
Volker Nexus Group,VNG-05GBDJ,Ryan de Lange,27,M,Nederlands,Noord-Holland,HBO,Accountancy,LCA,3,2,Logistiek coördinator,Uitvoering,Team-46,Junior,Conservatief,ESFP,Rechts,1,60,72,Mix,Nee,75,Formeel,Indirect,Coachend,Top-down,Maandelijks,1,Ja,3,Beide,Laag,4,4,5,2,4,Kans,2,Hoog,5,Volger,Risk-averse,Laag,5,E-learning,Groei,1,5,Midden,25/75,Geen,Laag,Hoog,Midden,Groot,Snel,Laag,Ja,Zoom,4,5,Neutraal,1,3,3,Stilhouden,Data-gedreven,26,3819
Volker Nexus Group,VNG-UJZUT9,Lola van der Smeede,44,X,Nederlands,Groningen,MBO,HRM,UAV-gc,9,6,Servicemonteur,KAM/HSSE,Team-40,Medior,Conservatief,ESFP,Centrum-links,5,31,50,Fiets,Nee,100,Feitelijk,Voorzichtig,Coachend,Autonoom,Wekelijks,0,Ja,2,Mentor,Hoog,5,5,4,4,2,Kans,3,Laag,5,Change champion,Risk-seeking,Hoog,3,On-the-job,Geld,4,3,Midden,50/50,Geen,Midden,Laag,Midden,Middel,Traag,Hoog,Nee,Microsoft Teams,4,5,Sceptisch,2,4,1,Formalistisch,Intuïtief,40,4966
Volker Nexus Group,VNG-UXKLWN,Annemijn Kuijpers,44,V,Pools-Nederlands,Flevoland,WO,Data Science,ISO-14001,14,8,Data Engineer,Data & Analytics,Team-11,Medior-Senior,Visionair,ISFP,Centrum-rechts,4,70,24,Te voet,Nee,100,Formeel,Voorzichtig,Afwezig,Consensus,Zelden,1,Nee,4,Geen,Gemiddeld,3,4,1,1,1,Neutraal,5,Hoog,2,Weerstand,Neutraal,Laag,4,Coaching,Groei,3,5,Hoog,100% kantoor,Geen,Midden,Midden,Hoog,Groot,Traag,Midden,Ja,Zoom,2,1,Sceptisch,1,1,2,Proactief,Data-gedreven,24,9288
Volker Nexus Group,VNG-IA7KAN,Puk Grondel,49,M,Surinaams-Nederlands,Limburg,MBO,Facility Management,BREEAM,1,1,IT Support,Materieel & Logistiek,Team-36,Starter,Neutraal,ESFJ,Rechts,3,71,32,Mix,Nee,100,Informeel,Direct,Sturend,Consensus,Maandelijks,4,Nee,4,Mentee,Laag,3,2,4,3,1,Verlies,4,Hoog,1,Weerstand,Risk-seeking,Laag,5,Klassikaal,Geld,3,1,Hoog,50/50,2-ploeg,Hoog,Midden,Laag,Geen,Gemiddeld,Laag,Ja,Slack,1,2,Proactief,3,1,4,Proactief,Data-gedreven,40,3000
Volker Nexus Group,VNG-1Q96VT,Senn Timmermans,18,M,Nederlands,Zuid-Holland,MBO,Stedenbouw,RAG,3,1,IT Support,Juridisch,Team-45,Junior,Reactief,INFP,Centrum,4,77,20,Te voet,Nee,25,Feitelijk,Indirect,Sturend,Consensus,Dagelijks,3,Ja,2,Mentee,Gemiddeld,1,1,5,4,3,Kans,2,Gemiddeld,5,Weerstand,Neutraal,Hoog,3,On-the-job,Geld,4,5,Hoog,75/25,3-ploeg,Laag,Laag,Laag,Middel,Snel,Midden,Nee,Microsoft Teams,3,5,Neutraal,1,5,1,Stilhouden,Data-gedreven,40,3354
Volker Nexus Group,VNG-JHCJZN,Sven Martens,39,X,Nederlands,Groningen,Bachelor,Informatica,Azure Cloud,8,3,Teamleider Uitvoering,Juridisch,Team-42,Medior,Reactief,ESFJ,Extreem links,5,90,39,OV,Nee,25,Informeel,Voorzichtig,Coachend,Top-down,Maandelijks,2,Ja,2,Mentor,Hoog,5,1,2,3,2,Kans,2,Laag,1,Volger,Risk-averse,Hoog,2,E-learning,Geld,2,4,Hoog,50/50,2-ploeg,Midden,Hoog,Laag,Geen,Snel,Laag,Nee,Google Meet,3,4,Proactief,2,4,4,Formalistisch,Data-gedreven,27,6688
Volker Nexus Group,VNG-GEHXGG,Nout Jeggij-Heijmans,37,X,Nederlands,Noord-Holland,MBO,Econometrie,Contractrecht,2,0,Monteur W-tech,Inkoop,Team-04,Junior,Conservatief,ENTJ,Centrum,5,60,50,OV,Nee,50,Informeel,Indirect,Sturend,Top-down,Dagelijks,0,Nee,3,Mentor,Gemiddeld,2,4,1,1,5,Verlies,2,Laag,4,Volger,Risk-averse,Midden,5,On-the-job,Groei,3,1,Midden,100% field,Geen,Laag,Hoog,Laag,Geen,Traag,Hoog,Nee,Zoom,1,1,Sceptisch,3,5,1,Formalistisch,Data-gedreven,29,3287
Volker Nexus Group,VNG-KLVGQ4,Mila van Wickerode,34,M,Nederlands,Limburg,HBO,Geodesie,BIM,12,7,Werkvoorbereider,Uitvoering,Team-40,Medior-Senior,Conservatief,ENFP,Centrum-links,1,58,53,Te voet,Nee,75,Verbindend,Indirect,Ondersteunend,Autonoom,Wekelijks,3,Ja,1,Beide,Hoog,3,1,1,3,3,Neutraal,3,Laag,1,Weerstand,Risk-seeking,Hoog,2,On-the-job,Zingeving,3,1,Hoog,100% field,3-ploeg,Hoog,Midden,Hoog,Middel,Traag,Midden,Nee,Zoom,3,4,Neutraal,5,1,2,Formalistisch,Data-gedreven,19,6624
Volker Nexus Group,VNG-47CXRD,Nienke Moet,39,M,Nederlands,Limburg,HBO,Software Engineering,PV/Zonne-energie,4,3,Projectmanager,HR,Team-47,Junior-Medior,Conservatief,INTP,Extreem rechts,1,82,33,Mix,Ja,0,Formeel,Indirect,Coachend,Consensus,Wekelijks,1,Ja,3,Mentor,Hoog,4,4,4,3,3,Kans,4,Laag,3,Weerstand,Risk-seeking,Midden,5,E-learning,Groei,2,5,Hoog,75/25,3-ploeg,Midden,Midden,Laag,Klein,Snel,Hoog,Nee,Microsoft Teams,3,1,Sceptisch,2,4,3,Formalistisch,Ervarings-gedreven,7,7000
Volker Nexus Group,VNG-PV1QKN,Giovanni van Beek,40,M,Nederlands,Utrecht,MBO,Biotechnologie,Staalbouw,1,1,Werkplaatschef,Infra,Team-36,Starter,Reactief,INFP,Links,5,19,50,Te voet,Nee,50,Verbindend,Indirect,Afwezig,Consensus,Wekelijks,1,Ja,0,Beide,Gemiddeld,3,4,5,5,2,Kans,3,Laag,5,Change champion,Neutraal,Hoog,3,Klassikaal,Zingeving,1,4,Hoog,100% kantoor,2-ploeg,Midden,Hoog,Midden,Groot,Snel,Midden,Nee,Microsoft Teams,1,1,Proactief,4,5,1,Formalistisch,Data-gedreven,3,3723
Volker Nexus Group,VNG-PZ0QED,Marijn Oostveen-le Floch,34,M,Antilliaans-Nederlands,Groningen,MBO,Finance & Control,Bruggen & Tunnels,1,0,Magazijnbeheerder,Materieel & Logistiek,Team-14,Starter,Innovatief,ESFP,Centrum-rechts,1,60,63,OV,Nee,0,Informeel,Indirect,Afwezig,Top-down,Dagelijks,8,Ja,4,Geen,Hoog,3,4,4,2,1,Kans,2,Gemiddeld,4,Volger,Neutraal,Midden,2,Klassikaal,Status,2,4,Hoog,75/25,2-ploeg,Hoog,Midden,Laag,Klein,Traag,Hoog,Nee,Zoom,2,5,Proactief,3,2,5,Formalistisch,Ervarings-gedreven,18,3000
Volker Nexus Group,VNG-KRHU2R,Ben Zwart,52,V,Nederlands,Noord-Brabant,MBO,Rechten,ARBO,0,0,Servicemonteur,Engineering,Team-15,Starter,Reactief,INFP,Rechts,5,60,50,Te voet,Ja,75,Feitelijk,Voorzichtig,Afwezig,Top-down,Maandelijks,5,Ja,3,Mentee,Laag,3,3,4,3,5,Neutraal,2,Gemiddeld,4,Weerstand,Risk-seeking,Laag,3,On-the-job,Zingeving,5,1,Laag,50/50,3-ploeg,Hoog,Laag,Hoog,Klein,Snel,Hoog,Ja,Slack,4,2,Sceptisch,1,3,4,Stilhouden,Ervarings-gedreven,10,3000
Volker Nexus Group,VNG-VDMPRN,Teun Arens-de Man,42,V,Nederlands,Limburg,HBO,Civiele Techniek,Nul-op-de-meter,5,3,Werkvoorbereider,Infra,Team-21,Junior-Medior,Innovatief,INTJ,Centrum,4,0,34,Fiets,Nee,75,Formeel,Indirect,Sturend,Consensus,Dagelijks,1,Ja,1,Geen,Hoog,1,2,4,5,2,Neutraal,3,Hoog,3,Volger,Risk-averse,Midden,1,On-the-job,Groei,3,1,Laag,100% kantoor,3-ploeg,Hoog,Hoog,Hoog,Groot,Traag,Laag,Ja,Zoom,3,1,Neutraal,2,4,2,Formalistisch,Intuïtief,7,4400
Volker Nexus Group,VNG-MBCP74,Evie Schatteleijn,42,V,Nederlands,Noord-Brabant,HBO,Accountancy,Calculatie,2,1,Inkoper,Juridisch,Team-28,Junior,Visionair,INTJ,Centrum-rechts,4,83,6,Mix,Nee,50,Informeel,Voorzichtig,Afwezig,Top-down,Wekelijks,0,Ja,5,Beide,Hoog,2,4,4,2,4,Kans,2,Hoog,1,Volger,Risk-averse,Midden,2,Klassikaal,Geld,4,2,Midden,100% field,Geen,Hoog,Hoog,Hoog,Middel,Gemiddeld,Midden,Ja,Google Meet,3,4,Proactief,3,5,2,Stilhouden,Data-gedreven,8,4104
Volker Nexus Group,VNG-I0MICB,Jennifer Bos,51,V,Nederlands,Zuid-Holland,MBO,Logistiek,Lean Construction,4,4,Planner,Bouw,Team-12,Junior-Medior,Neutraal,INTP,Centrum,4,84,10,Te voet,Nee,50,Formeel,Direct,Sturend,Top-down,Zelden,4,Nee,2,Beide,Laag,3,1,4,4,3,Verlies,4,Laag,3,Change champion,Neutraal,Hoog,3,Klassikaal,Groei,3,2,Laag,100% field,2-ploeg,Midden,Laag,Hoog,Middel,Traag,Laag,Nee,Microsoft Teams,1,3,Neutraal,3,4,4,Stilhouden,Intuïtief,20,4240
Volker Nexus Group,VNG-W3PL6N,Pien Adryaens-van den Eerenbeemt,23,X,Nederlands,Zeeland,HBO,Milieukunde,UAV-gc,3,3,Werkvoorbereider,Bouw,Team-38,Junior,Visionair,ESTP,Rechts,5,40,57,Te voet,Nee,25,Informeel,Indirect,Coachend,Top-down,Dagelijks,2,Nee,3,Geen,Hoog,1,3,1,4,5,Kans,2,Laag,4,Change champion,Neutraal,Hoog,4,Klassikaal,Zingeving,4,3,Hoog,25/75,3-ploeg,Hoog,Midden,Midden,Geen,Snel,Hoog,Ja,Google Meet,2,4,Sceptisch,5,2,5,Proactief,Data-gedreven,8,3876
Volker Nexus Group,VNG-ZR01SJ,Lars Kerkhof,34,V,Marokkaans-Nederlands,Limburg,WO,Installatietechniek,Systems Engineering,2,1,Werkvoorbereider,Materieel & Logistiek,Team-22,Junior,Neutraal,INTP,Centrum,4,72,53,Fiets,Nee,50,Informeel,Indirect,Ondersteunend,Autonoom,Dagelijks,4,Nee,1,Mentee,Gemiddeld,4,5,4,5,4,Verlies,5,Gemiddeld,1,Weerstand,Risk-seeking,Laag,2,E-learning,Status,4,5,Hoog,50/50,3-ploeg,Midden,Hoog,Laag,Klein,Traag,Laag,Ja,Zoom,1,2,Sceptisch,1,3,5,Stilhouden,Ervarings-gedreven,11,3724
Volker Nexus Group,VNG-TBQRC7,Jenna Cant,30,M,Nederlands,Gelderland,MBO,Technische Bedrijfskunde,Systems Engineering,2,2,Voorman,Uitvoering,Team-47,Junior,Conservatief,INTJ,Centrum,5,60,50,Auto,Nee,75,Feitelijk,Direct,Sturend,Autonoom,Maandelijks,5,Nee,5,Beide,Gemiddeld,1,1,4,4,4,Verlies,2,Gemiddeld,4,Weerstand,Risk-seeking,Hoog,1,E-learning,Geld,4,2,Laag,75/25,Geen,Hoog,Hoog,Laag,Geen,Snel,Hoog,Ja,Slack,5,2,Neutraal,1,3,1,Proactief,Intuïtief,32,3933
Volker Nexus Group,VNG-O68129,Danique Stange-Krabbe,27,M,Nederlands,Zeeland,HBO,Milieukunde,ARBO,1,0,Scrum Master,Bouw,Team-42,Starter,Innovatief,ISFP,Extreem links,5,70,35,Mix,Nee,50,Informeel,Voorzichtig,Afwezig,Autonoom,Zelden,1,Ja,5,Geen,Hoog,3,3,1,5,4,Neutraal,3,Laag,1,Weerstand,Neutraal,Hoog,4,Klassikaal,Geld,5,5,Midden,50/50,Geen,Hoog,Hoog,Laag,Middel,Traag,Midden,Ja,Slack,4,3,Neutraal,4,5,5,Proactief,Intuïtief,22,4088
Volker Nexus Group,VNG-GOZ4ES,Mila van Boulogne,28,X,Nederlands,Drenthe,MBO,Stedenbouw,GIS,6,6,Servicemonteur,Engineering,Team-37,Junior-Medior,Conservatief,ESFP,Centrum,2,54,50,Auto,Nee,100,Verbindend,Voorzichtig,Coachend,Consensus,Zelden,2,Nee,0,Geen,Gemiddeld,1,2,2,3,4,Kans,4,Gemiddeld,5,Change champion,Risk-seeking,Hoog,3,Coaching,Geld,5,5,Laag,25/75,Geen,Hoog,Laag,Laag,Geen,Traag,Laag,Nee,Google Meet,4,1,Neutraal,3,1,5,Stilhouden,Ervarings-gedreven,21,4110
Volker Nexus Group,VNG-4HGYA7,Liv Holthuis,22,X,Antilliaans-Nederlands,Drenthe,MBO,Toegepaste Psychologie,ARBO,0,0,Planner,Uitvoering,Team-06,Starter,Reactief,ISFP,Rechts,2,12,23,Auto,Ja,100,Feitelijk,Indirect,Ondersteunend,Consensus,Wekelijks,2,Ja,0,Mentor,Laag,2,1,2,4,5,Neutraal,4,Gemiddeld,5,Volger,Neutraal,Laag,5,On-the-job,Geld,4,1,Midden,100% kantoor,3-ploeg,Laag,Laag,Hoog,Klein,Traag,Midden,Ja,Zoom,3,2,Proactief,4,1,2,Formalistisch,Ervarings-gedreven,25,3060
Volker Nexus Group,VNG-EVX23E,Dana Engels,42,M,Nederlands,Friesland,MBO,Communicatie,Betonconstructies,15,11,Monteur W-tech,KAM/HSSE,Team-04,Medior-Senior,Neutraal,ESFP,Rechts,3,35,50,Auto,Nee,75,Feitelijk,Direct,Ondersteunend,Top-down,Zelden,1,Nee,4,Mentor,Hoog,4,2,4,2,2,Verlies,4,Gemiddeld,2,Weerstand,Risk-averse,Hoog,3,On-the-job,Geld,5,1,Laag,25/75,3-ploeg,Laag,Laag,Laag,Groot,Snel,Laag,Ja,Zoom,2,4,Sceptisch,3,5,4,Proactief,Data-gedreven,31,6180
Volker Nexus Group,VNG-5TFJ4V,Joshua Bave,25,M,Nederlands,Flevoland,MBO,Finance & Control,Azure Cloud,2,0,Monteur E-tech,Uitvoering,Team-21,Junior,Innovatief,ENFP,Rechts,4,60,50,Auto,Nee,75,Verbindend,Indirect,Afwezig,Consensus,Wekelijks,6,Ja,2,Mentee,Hoog,5,1,5,5,5,Verlies,5,Hoog,5,Change champion,Neutraal,Midden,1,On-the-job,Status,2,1,Midden,25/75,3-ploeg,Laag,Laag,Hoog,Groot,Traag,Hoog,Nee,Microsoft Teams,2,1,Proactief,1,4,1,Stilhouden,Data-gedreven,4,3287
Volker Nexus Group,VNG-F1JN73,Anne van Kempen,37,M,Nederlands,Zuid-Holland,WO,Logistiek,Prefab/Modulair,47,8,Calculator/Kostendeskundige,Engineering,Team-03,Senior,Neutraal,ISFJ,Centrum,5,2,26,OV,Nee,50,Formeel,Direct,Afwezig,Top-down,Dagelijks,4,Ja,3,Mentor,Hoog,1,3,5,3,2,Verlies,5,Laag,5,Volger,Risk-seeking,Hoog,5,Coaching,Zingeving,2,3,Hoog,75/25,3-ploeg,Laag,Hoog,Hoog,Geen,Gemiddeld,Hoog,Ja,Slack,1,1,Proactief,5,2,2,Stilhouden,Data-gedreven,40,10140
Volker Nexus Group,VNG-QYH0V9,Gerrit Lijn,32,M,Nederlands,Zeeland,HBO,Stedenbouw,Contractrecht,0,0,Monteur E-tech,Materieel & Logistiek,Team-42,Starter,Visionair,INFJ,Centrum-links,2,54,50,OV,Nee,25,Formeel,Indirect,Afwezig,Top-down,Maandelijks,1,Nee,4,Geen,Hoog,2,5,5,5,2,Neutraal,1,Hoog,4,Volger,Risk-averse,Midden,1,On-the-job,Zekerheid,4,4,Laag,100% kantoor,Geen,Hoog,Midden,Laag,Geen,Traag,Hoog,Ja,Zoom,5,2,Proactief,5,5,4,Proactief,Intuïtief,38,3000
Volker Nexus Group,VNG-2W93AU,Lizzy Zijlmans-Kleijse,32,M,Nederlands,Drenthe,Bachelor,Econometrie,Predictive Maintenance,1,1,Engineer E,Infra,Team-32,Starter,Reactief,ESFJ,Centrum,4,70,0,Te voet,Nee,25,Verbindend,Direct,Sturend,Consensus,Zelden,2,Nee,4,Mentee,Hoog,5,3,1,5,1,Neutraal,4,Hoog,4,Weerstand,Risk-averse,Midden,5,Coaching,Zingeving,2,1,Laag,75/25,3-ploeg,Laag,Hoog,Hoog,Klein,Gemiddeld,Laag,Nee,Microsoft Teams,5,2,Neutraal,1,4,2,Proactief,Ervarings-gedreven,23,3723
Volker Nexus Group,VNG-Q8LYOR,Mohamed Room,32,M,Duits-Nederlands,Zeeland,HBO,Scheikunde,Databricks,9,9,Engineer WTB,ICT,Team-32,Medior,Innovatief,ISTJ,Centrum,4,100,18,Te voet,Nee,25,Feitelijk,Direct,Ondersteunend,Autonoom,Maandelijks,0,Ja,3,Beide,Hoog,2,2,5,5,3,Neutraal,3,Gemiddeld,4,Volger,Risk-seeking,Midden,5,Coaching,Status,4,4,Midden,25/75,3-ploeg,Hoog,Hoog,Midden,Klein,Traag,Hoog,Ja,Microsoft Teams,3,1,Sceptisch,5,1,3,Stilhouden,Data-gedreven,40,6402
Volker Nexus Group,VNG-QTZ42I,Megan van de Kooij,22,M,Indonesisch-Nederlands,Noord-Brabant,HBO,Planologie,ARBO,1,1,QA/QC-engineer,Commercie/BD,Team-47,Starter,Conservatief,ISTP,Links,4,31,0,Mix,Nee,0,Feitelijk,Indirect,Ondersteunend,Top-down,Dagelijks,0,Ja,0,Mentor,Laag,2,3,5,4,1,Verlies,1,Hoog,5,Volger,Risk-averse,Midden,2,On-the-job,Status,2,5,Hoog,75/25,2-ploeg,Hoog,Hoog,Laag,Geen,Traag,Laag,Ja,Microsoft Teams,2,3,Proactief,4,3,2,Proactief,Intuïtief,11,3723
Volker Nexus Group,VNG-40EUK0,Tygo van Zwaben-van Ochten,33,M,Nederlands,Utrecht,HBO,Software Engineering,BREEAM,2,0,Projectleider,Finance/Control,Team-28,Junior,Visionair,ESTJ,Centrum-links,4,54,30,Auto,Ja,100,Feitelijk,Direct,Ondersteunend,Autonoom,Zelden,5,Nee,2,Geen,Hoog,3,4,2,3,1,Neutraal,3,Hoog,2,Volger,Risk-seeking,Hoog,3,On-the-job,Geld,2,3,Hoog,100% kantoor,2-ploeg,Midden,Hoog,Midden,Geen,Gemiddeld,Midden,Nee,Slack,4,5,Neutraal,1,3,2,Formalistisch,Intuïtief,13,5301
Volker Nexus Group,VNG-KHJI2P,Vince Wilcken,36,M,Nederlands,Groningen,MBO,Communicatie,UAV-gc,4,4,Logistiek coördinator,Infra,Team-33,Junior-Medior,Conservatief,INFJ,Centrum,2,60,50,Te voet,Nee,25,Feitelijk,Indirect,Afwezig,Consensus,Zelden,3,Nee,3,Beide,Hoog,3,2,1,5,5,Verlies,5,Laag,1,Weerstand,Neutraal,Laag,5,E-learning,Zekerheid,4,5,Midden,25/75,Geen,Midden,Hoog,Laag,Klein,Gemiddeld,Midden,Nee,Google Meet,1,4,Proactief,1,5,5,Proactief,Ervarings-gedreven,3,4160
Volker Nexus Group,VNG-0GOXQZ,Hugo Kolen,51,V,Turks-Nederlands,Flevoland,WO,Logistiek,Prefab/Modulair,12,1,L&D-specialist,Inkoop,Team-02,Medior-Senior,Neutraal,ENTP,Links,3,0,28,Mix,Nee,75,Informeel,Voorzichtig,Coachend,Consensus,Wekelijks,6,Ja,3,Mentee,Hoog,3,2,4,3,1,Kans,5,Hoog,5,Volger,Neutraal,Midden,1,E-learning,Zekerheid,3,5,Laag,100% kantoor,2-ploeg,Laag,Midden,Midden,Klein,Traag,Hoog,Ja,Slack,3,5,Neutraal,2,4,1,Proactief,Intuïtief,26,7632
Volker Nexus Group,VNG-WO8QJL,Lara van Amstel,30,X,Nederlands,Noord-Brabant,WO,Biotechnologie,Nul-op-de-meter,5,1,Projectmanager,Data & Analytics,Team-44,Junior-Medior,Visionair,INFJ,Rechts,1,71,1,Fiets,Ja,0,Feitelijk,Indirect,Sturend,Consensus,Maandelijks,2,Nee,2,Mentor,Laag,2,4,1,3,3,Neutraal,2,Gemiddeld,2,Change champion,Risk-seeking,Midden,3,On-the-job,Status,4,2,Hoog,25/75,Geen,Midden,Hoog,Midden,Groot,Snel,Midden,Ja,Google Meet,1,4,Sceptisch,4,1,1,Stilhouden,Intuïtief,25,7250
Volker Nexus Group,VNG-TAU2OL,Lieve VI,46,V,Nederlands,Flevoland,Bachelor,Architectuur,ISO-14001,1,1,IT Support,Utiliteitsbouw,Team-40,Starter,Conservatief,INFJ,Centrum,2,70,66,Te voet,Ja,75,Formeel,Voorzichtig,Ondersteunend,Top-down,Wekelijks,1,Ja,5,Geen,Hoog,4,1,5,2,4,Verlies,3,Gemiddeld,5,Weerstand,Risk-seeking,Hoog,3,Coaching,Zingeving,1,1,Midden,75/25,Geen,Hoog,Hoog,Laag,Geen,Gemiddeld,Midden,Nee,Zoom,3,5,Sceptisch,4,1,2,Formalistisch,Ervarings-gedreven,23,3000
Volker Nexus Group,VNG-2SBW3X,Ruben Spruit,39,X,Pools-Nederlands,Drenthe,MBO,Civiele Techniek,ARBO,19,1,Voorman,Infra,Team-20,Senior,Reactief,INTJ,Centrum,1,60,50,Fiets,Nee,50,Feitelijk,Voorzichtig,Coachend,Autonoom,Maandelijks,1,Ja,3,Mentor,Gemiddeld,4,4,2,5,1,Kans,2,Hoog,5,Change champion,Neutraal,Hoog,3,On-the-job,Status,4,4,Laag,25/75,Geen,Hoog,Hoog,Hoog,Klein,Traag,Hoog,Nee,Microsoft Teams,1,5,Neutraal,3,5,1,Proactief,Data-gedreven,33,9139
Volker Nexus Group,VNG-1JC486,Kyra Hendrikse,43,M,Nederlands,Flevoland,MBO,HRM,Condition Monitoring,1,1,IT Support,Commercie/BD,Team-12,Starter,Neutraal,ESFJ,Rechts,1,82,38,Te voet,Nee,75,Feitelijk,Voorzichtig,Afwezig,Top-down,Dagelijks,2,Ja,5,Beide,Hoog,3,1,3,1,5,Verlies,1,Laag,3,Change champion,Risk-averse,Hoog,5,E-learning,Geld,3,5,Laag,100% field,2-ploeg,Laag,Hoog,Hoog,Klein,Gemiddeld,Laag,Nee,Zoom,4,4,Sceptisch,2,3,1,Formalistisch,Data-gedreven,39,3000
Volker Nexus Group,VNG-KIFRNV,Selina de Smit,31,X,Marokkaans-Nederlands,Zeeland,WO,Facility Management,Databricks,4,3,Software Engineer,Bouw,Team-27,Junior-Medior,Visionair,INFJ,Centrum,3,70,41,Te voet,Nee,25,Feitelijk,Indirect,Afwezig,Consensus,Dagelijks,2,Nee,2,Beide,Hoog,5,5,2,2,4,Verlies,3,Gemiddeld,3,Weerstand,Risk-averse,Midden,1,E-learning,Geld,3,4,Laag,50/50,2-ploeg,Hoog,Laag,Midden,Groot,Gemiddeld,Laag,Ja,Microsoft Teams,5,5,Proactief,5,5,1,Proactief,Intuïtief,15,5480
Volker Nexus Group,VNG-UGFCPK,Youssef Pison,31,X,Nederlands,Drenthe,Bachelor,HRM,Databricks,0,0,Monteur E-tech,Duurzaamheid,Team-40,Starter,Innovatief,ESFJ,Centrum,3,60,50,OV,Nee,50,Informeel,Direct,Coachend,Autonoom,Zelden,5,Ja,4,Beide,Gemiddeld,3,3,1,2,1,Neutraal,3,Gemiddeld,5,Change champion,Neutraal,Midden,4,E-learning,Status,1,3,Midden,100% field,3-ploeg,Laag,Midden,Laag,Geen,Snel,Laag,Ja,Google Meet,2,5,Neutraal,1,3,1,Formalistisch,Data-gedreven,28,3000
